x,y
7,120
8,120
9,120
10,120
11,120
12,120
13,120
14,120
15,120
16,120
17,120
18,120
19,120
20,120
21,120
22,120
23,120
24,120
25,120
26,120
27,120
28,120
29,120
30,120
31,120
32,120
33,120
34,120
35,120
36,120
37,120
38,120
39,120
40,120
41,120
42,120
43,120
44,120
45,120
46,120
47,120
48,120
49,120
50,120
51,120
52,120
53,120
54,120
55,120
56,120
57,120
58,120
59,120
60,120
61,120
62,120
63,120
6,121
7,121
8,121
9,121
10,121
11,121
12,121
13,121
14,121
15,121
16,121
17,121
18,121
19,121
20,121
21,121
22,121
23,121
24,121
25,121
26,121
27,121
28,121
29,121
30,121
31,121
32,121
33,121
34,121
35,121
36,121
37,121
38,121
39,121
40,121
41,121
42,121
43,121
44,121
45,121
46,121
47,121
48,121
49,121
50,121
51,121
52,121
53,121
54,121
55,121
56,121
57,121
58,121
59,121
60,121
61,121
62,121
63,121
6,122
7,122
8,122
9,122
10,122
11,122
12,122
13,122
14,122
15,122
16,122
17,122
18,122
19,122
20,122
21,122
22,122
23,122
24,122
25,122
26,122
27,122
28,122
29,122
30,122
31,122
32,122
33,122
34,122
35,122
36,122
37,122
38,122
39,122
40,122
41,122
42,122
43,122
44,122
45,122
46,122
47,122
48,122
49,122
50,122
51,122
52,122
53,122
54,122
55,122
56,122
57,122
58,122
59,122
60,122
61,122
62,122
63,122
6,123
7,123
8,123
9,123
10,123
11,123
12,123
13,123
14,123
15,123
16,123
17,123
18,123
19,123
20,123
21,123
22,123
23,123
24,123
25,123
26,123
27,123
28,123
29,123
30,123
31,123
32,123
33,123
34,123
35,123
36,123
37,123
38,123
39,123
40,123
41,123
42,123
43,123
44,123
45,123
46,123
47,123
48,123
49,123
50,123
51,123
52,123
53,123
54,123
55,123
56,123
57,123
58,123
59,123
60,123
61,123
62,123
63,123
6,124
7,124
8,124
9,124
10,124
11,124
12,124
13,124
14,124
15,124
16,124
17,124
18,124
19,124
20,124
21,124
22,124
23,124
24,124
25,124
26,124
27,124
28,124
29,124
30,124
31,124
32,124
33,124
34,124
35,124
36,124
37,124
38,124
39,124
40,124
41,124
42,124
43,124
44,124
45,124
46,124
47,124
48,124
49,124
50,124
51,124
52,124
53,124
54,124
55,124
56,124
57,124
58,124
59,124
60,124
61,124
62,124
63,124
6,125
7,125
8,125
9,125
10,125
11,125
12,125
13,125
14,125
15,125
16,125
17,125
18,125
19,125
20,125
21,125
22,125
23,125
24,125
25,125
26,125
27,125
28,125
29,125
30,125
31,125
32,125
33,125
34,125
35,125
36,125
37,125
38,125
39,125
40,125
41,125
42,125
43,125
44,125
45,125
46,125
47,125
48,125
49,125
50,125
51,125
52,125
53,125
54,125
55,125
56,125
57,125
58,125
59,125
60,125
61,125
62,125
63,125
6,126
7,126
8,126
9,126
10,126
11,126
12,126
13,126
14,126
15,126
16,126
17,126
18,126
19,126
20,126
21,126
22,126
23,126
24,126
25,126
26,126
27,126
28,126
29,126
30,126
31,126
32,126
33,126
34,126
35,126
36,126
37,126
38,126
39,126
40,126
41,126
42,126
43,126
44,126
45,126
46,126
47,126
48,126
49,126
50,126
51,126
52,126
53,126
54,126
55,126
56,126
57,126
58,126
59,126
60,126
61,126
62,126
63,126
6,127
7,127
8,127
9,127
10,127
11,127
12,127
13,127
14,127
15,127
16,127
17,127
18,127
19,127
20,127
21,127
22,127
23,127
24,127
25,127
26,127
27,127
28,127
29,127
30,127
31,127
32,127
33,127
34,127
35,127
36,127
37,127
38,127
39,127
40,127
41,127
42,127
43,127
44,127
45,127
46,127
47,127
48,127
49,127
50,127
51,127
52,127
53,127
54,127
55,127
56,127
57,127
58,127
59,127
60,127
61,127
62,127
63,127
6,128
7,128
8,128
9,128
10,128
11,128
12,128
13,128
14,128
15,128
16,128
17,128
18,128
19,128
20,128
21,128
22,128
23,128
24,128
25,128
26,128
27,128
28,128
29,128
30,128
31,128
32,128
33,128
34,128
35,128
36,128
37,128
38,128
39,128
40,128
41,128
42,128
43,128
44,128
45,128
46,128
47,128
48,128
49,128
50,128
51,128
52,128
53,128
54,128
55,128
56,128
57,128
58,128
59,128
60,128
61,128
62,128
63,128
6,129
7,129
8,129
9,129
10,129
11,129
12,129
13,129
14,129
15,129
16,129
17,129
18,129
19,129
20,129
21,129
22,129
23,129
24,129
25,129
26,129
27,129
28,129
29,129
30,129
31,129
32,129
33,129
34,129
35,129
36,129
37,129
38,129
39,129
40,129
41,129
42,129
43,129
44,129
45,129
46,129
47,129
48,129
49,129
50,129
51,129
52,129
53,129
54,129
55,129
56,129
57,129
58,129
59,129
60,129
61,129
62,129
63,129
6,130
7,130
8,130
9,130
10,130
11,130
12,130
13,130
14,130
15,130
16,130
17,130
18,130
19,130
20,130
21,130
22,130
23,130
24,130
25,130
26,130
27,130
28,130
29,130
30,130
31,130
32,130
33,130
34,130
35,130
36,130
37,130
38,130
39,130
40,130
41,130
42,130
43,130
44,130
45,130
46,130
47,130
48,130
49,130
50,130
51,130
52,130
53,130
54,130
55,130
56,130
57,130
58,130
59,130
60,130
61,130
62,130
63,130
6,131
7,131
8,131
9,131
10,131
11,131
12,131
13,131
14,131
15,131
16,131
17,131
18,131
19,131
20,131
21,131
22,131
23,131
24,131
25,131
26,131
27,131
28,131
29,131
30,131
31,131
32,131
33,131
34,131
35,131
36,131
37,131
38,131
39,131
40,131
41,131
42,131
43,131
44,131
45,131
46,131
47,131
48,131
49,131
50,131
51,131
52,131
53,131
54,131
55,131
56,131
57,131
58,131
59,131
60,131
61,131
62,131
63,131
6,132
7,132
8,132
9,132
10,132
11,132
12,132
13,132
14,132
15,132
16,132
17,132
18,132
19,132
20,132
21,132
22,132
23,132
24,132
25,132
26,132
27,132
28,132
29,132
30,132
31,132
32,132
33,132
34,132
35,132
36,132
37,132
38,132
39,132
40,132
41,132
42,132
43,132
44,132
45,132
46,132
47,132
48,132
49,132
50,132
51,132
52,132
53,132
54,132
55,132
56,132
57,132
58,132
59,132
60,132
61,132
62,132
63,132
6,133
7,133
8,133
9,133
10,133
11,133
12,133
13,133
14,133
15,133
16,133
17,133
18,133
19,133
20,133
21,133
22,133
23,133
24,133
25,133
26,133
27,133
28,133
29,133
30,133
31,133
32,133
33,133
34,133
35,133
36,133
37,133
38,133
39,133
40,133
41,133
42,133
43,133
44,133
45,133
46,133
47,133
48,133
49,133
50,133
51,133
52,133
53,133
54,133
55,133
56,133
57,133
58,133
59,133
60,133
61,133
62,133
63,133
6,134
7,134
8,134
9,134
10,134
11,134
12,134
13,134
14,134
15,134
16,134
17,134
18,134
19,134
20,134
21,134
22,134
23,134
24,134
25,134
26,134
27,134
28,134
29,134
30,134
31,134
32,134
33,134
34,134
35,134
36,134
37,134
38,134
39,134
40,134
41,134
42,134
43,134
44,134
45,134
46,134
47,134
48,134
49,134
50,134
51,134
52,134
53,134
54,134
55,134
56,134
57,134
58,134
59,134
60,134
61,134
62,134
63,134
6,135
7,135
8,135
9,135
10,135
11,135
12,135
13,135
14,135
15,135
16,135
17,135
18,135
19,135
20,135
21,135
22,135
23,135
24,135
25,135
26,135
27,135
28,135
29,135
30,135
31,135
32,135
33,135
34,135
35,135
36,135
37,135
38,135
39,135
40,135
41,135
42,135
43,135
44,135
45,135
46,135
47,135
48,135
49,135
50,135
51,135
52,135
53,135
54,135
55,135
56,135
57,135
58,135
59,135
60,135
61,135
62,135
63,135
6,136
7,136
8,136
9,136
10,136
11,136
12,136
13,136
14,136
15,136
16,136
17,136
18,136
19,136
20,136
21,136
22,136
23,136
24,136
25,136
26,136
27,136
28,136
29,136
30,136
31,136
32,136
33,136
34,136
35,136
36,136
37,136
38,136
39,136
40,136
41,136
42,136
43,136
44,136
45,136
46,136
47,136
48,136
49,136
50,136
51,136
52,136
53,136
54,136
55,136
56,136
57,136
58,136
59,136
60,136
61,136
62,136
63,136
6,137
7,137
8,137
9,137
10,137
11,137
12,137
13,137
14,137
15,137
16,137
17,137
18,137
19,137
20,137
21,137
22,137
23,137
24,137
25,137
26,137
27,137
28,137
29,137
30,137
31,137
32,137
33,137
34,137
35,137
36,137
37,137
38,137
39,137
40,137
41,137
42,137
43,137
44,137
45,137
46,137
47,137
48,137
49,137
50,137
51,137
52,137
53,137
54,137
55,137
56,137
57,137
58,137
59,137
60,137
61,137
62,137
63,137
218,137
219,137
220,137
221,137
222,137
223,137
224,137
225,137
226,137
227,137
228,137
229,137
230,137
231,137
232,137
233,137
234,137
235,137
236,137
237,137
238,137
239,137
240,137
241,137
242,137
243,137
244,137
245,137
246,137
247,137
248,137
249,137
250,137
251,137
252,137
253,137
254,137
255,137
256,137
257,137
258,137
259,137
260,137
261,137
262,137
263,137
264,137
265,137
266,137
267,137
268,137
269,137
270,137
271,137
272,137
273,137
274,137
275,137
276,137
277,137
278,137
279,137
280,137
281,137
282,137
283,137
284,137
285,137
286,137
6,138
7,138
8,138
9,138
10,138
11,138
12,138
13,138
14,138
15,138
16,138
17,138
18,138
19,138
20,138
21,138
22,138
23,138
24,138
25,138
26,138
27,138
28,138
29,138
30,138
31,138
32,138
33,138
34,138
35,138
36,138
37,138
38,138
39,138
40,138
41,138
42,138
43,138
44,138
45,138
46,138
47,138
48,138
49,138
50,138
51,138
52,138
53,138
54,138
55,138
56,138
57,138
58,138
59,138
60,138
61,138
62,138
63,138
218,138
219,138
220,138
221,138
222,138
223,138
224,138
225,138
226,138
227,138
228,138
229,138
230,138
231,138
232,138
233,138
234,138
235,138
236,138
237,138
238,138
239,138
240,138
241,138
242,138
243,138
244,138
245,138
246,138
247,138
248,138
249,138
250,138
251,138
252,138
253,138
254,138
255,138
256,138
257,138
258,138
259,138
260,138
261,138
262,138
263,138
264,138
265,138
266,138
267,138
268,138
269,138
270,138
271,138
272,138
273,138
274,138
275,138
276,138
277,138
278,138
279,138
280,138
281,138
282,138
283,138
284,138
285,138
286,138
6,139
7,139
8,139
9,139
10,139
11,139
12,139
13,139
14,139
15,139
16,139
17,139
18,139
19,139
20,139
21,139
22,139
23,139
24,139
25,139
26,139
27,139
28,139
29,139
30,139
31,139
32,139
33,139
34,139
35,139
36,139
37,139
38,139
39,139
40,139
41,139
42,139
43,139
44,139
45,139
46,139
47,139
48,139
49,139
50,139
51,139
52,139
53,139
54,139
55,139
56,139
57,139
58,139
59,139
60,139
61,139
62,139
63,139
218,139
219,139
220,139
221,139
222,139
223,139
224,139
225,139
226,139
227,139
228,139
229,139
230,139
231,139
232,139
233,139
234,139
235,139
236,139
237,139
238,139
239,139
240,139
241,139
242,139
243,139
244,139
245,139
246,139
247,139
248,139
249,139
250,139
251,139
252,139
253,139
254,139
255,139
256,139
257,139
258,139
259,139
260,139
261,139
262,139
263,139
264,139
265,139
266,139
267,139
268,139
269,139
270,139
271,139
272,139
273,139
274,139
275,139
276,139
277,139
278,139
279,139
280,139
281,139
282,139
283,139
284,139
285,139
286,139
6,140
7,140
8,140
9,140
10,140
11,140
12,140
13,140
14,140
15,140
16,140
17,140
18,140
19,140
20,140
21,140
22,140
23,140
24,140
25,140
26,140
27,140
28,140
29,140
30,140
31,140
32,140
33,140
34,140
35,140
36,140
37,140
38,140
39,140
40,140
41,140
42,140
43,140
44,140
45,140
46,140
47,140
48,140
49,140
50,140
51,140
52,140
53,140
54,140
55,140
56,140
57,140
58,140
59,140
60,140
61,140
62,140
63,140
218,140
219,140
220,140
221,140
222,140
223,140
224,140
225,140
226,140
227,140
228,140
229,140
230,140
231,140
232,140
233,140
234,140
235,140
236,140
237,140
238,140
239,140
240,140
241,140
242,140
243,140
244,140
245,140
246,140
247,140
248,140
249,140
250,140
251,140
252,140
253,140
254,140
255,140
256,140
257,140
258,140
259,140
260,140
261,140
262,140
263,140
264,140
265,140
266,140
267,140
268,140
269,140
270,140
271,140
272,140
273,140
274,140
275,140
276,140
277,140
278,140
279,140
280,140
281,140
282,140
283,140
284,140
285,140
286,140
6,141
7,141
8,141
9,141
10,141
11,141
12,141
13,141
14,141
15,141
16,141
17,141
18,141
19,141
20,141
21,141
22,141
23,141
24,141
25,141
26,141
27,141
28,141
29,141
30,141
31,141
32,141
33,141
34,141
35,141
36,141
37,141
38,141
39,141
40,141
41,141
42,141
43,141
44,141
45,141
46,141
47,141
48,141
49,141
50,141
51,141
52,141
53,141
54,141
55,141
56,141
57,141
58,141
59,141
60,141
61,141
62,141
63,141
218,141
219,141
220,141
221,141
222,141
223,141
224,141
225,141
226,141
227,141
228,141
229,141
230,141
231,141
232,141
233,141
234,141
235,141
236,141
237,141
238,141
239,141
240,141
241,141
242,141
243,141
244,141
245,141
246,141
247,141
248,141
249,141
250,141
251,141
252,141
253,141
254,141
255,141
256,141
257,141
258,141
259,141
260,141
261,141
262,141
263,141
264,141
265,141
266,141
267,141
268,141
269,141
270,141
271,141
272,141
273,141
274,141
275,141
276,141
277,141
278,141
279,141
280,141
281,141
282,141
283,141
284,141
285,141
286,141
218,142
219,142
220,142
221,142
222,142
223,142
224,142
225,142
226,142
227,142
228,142
229,142
230,142
231,142
232,142
233,142
234,142
235,142
236,142
237,142
238,142
239,142
240,142
241,142
242,142
243,142
244,142
245,142
246,142
247,142
248,142
249,142
250,142
251,142
252,142
253,142
254,142
255,142
256,142
257,142
258,142
259,142
260,142
261,142
262,142
263,142
264,142
265,142
266,142
267,142
268,142
269,142
270,142
271,142
272,142
273,142
274,142
275,142
276,142
277,142
278,142
279,142
280,142
281,142
282,142
283,142
284,142
285,142
286,142
218,143
219,143
220,143
221,143
222,143
223,143
224,143
225,143
226,143
227,143
228,143
229,143
230,143
231,143
232,143
233,143
234,143
235,143
236,143
237,143
238,143
239,143
240,143
241,143
242,143
243,143
244,143
245,143
246,143
247,143
248,143
249,143
250,143
251,143
252,143
253,143
254,143
255,143
256,143
257,143
258,143
259,143
260,143
261,143
262,143
263,143
264,143
265,143
266,143
267,143
268,143
269,143
270,143
271,143
272,143
273,143
274,143
275,143
276,143
277,143
278,143
279,143
280,143
281,143
282,143
283,143
284,143
285,143
286,143
218,144
219,144
220,144
221,144
222,144
223,144
224,144
225,144
226,144
227,144
228,144
229,144
230,144
231,144
232,144
233,144
234,144
235,144
236,144
237,144
238,144
239,144
240,144
241,144
242,144
243,144
244,144
245,144
246,144
247,144
248,144
249,144
250,144
251,144
252,144
253,144
254,144
255,144
256,144
257,144
258,144
259,144
260,144
261,144
262,144
263,144
264,144
265,144
266,144
267,144
268,144
269,144
270,144
271,144
272,144
273,144
274,144
275,144
276,144
277,144
278,144
279,144
280,144
281,144
282,144
283,144
284,144
285,144
286,144
218,145
219,145
220,145
221,145
222,145
223,145
224,145
225,145
226,145
227,145
228,145
229,145
230,145
231,145
232,145
233,145
234,145
235,145
236,145
237,145
238,145
239,145
240,145
241,145
242,145
243,145
244,145
245,145
246,145
247,145
248,145
249,145
250,145
251,145
252,145
253,145
254,145
255,145
256,145
257,145
258,145
259,145
260,145
261,145
262,145
263,145
264,145
265,145
266,145
267,145
268,145
269,145
270,145
271,145
272,145
273,145
274,145
275,145
276,145
277,145
278,145
279,145
280,145
281,145
282,145
283,145
284,145
285,145
286,145
218,146
219,146
220,146
221,146
222,146
223,146
224,146
225,146
226,146
227,146
228,146
229,146
230,146
231,146
232,146
233,146
234,146
235,146
236,146
237,146
238,146
239,146
240,146
241,146
242,146
243,146
244,146
245,146
246,146
247,146
248,146
249,146
250,146
251,146
252,146
253,146
254,146
255,146
256,146
257,146
258,146
259,146
260,146
261,146
262,146
263,146
264,146
265,146
266,146
267,146
268,146
269,146
270,146
271,146
272,146
273,146
274,146
275,146
276,146
277,146
278,146
279,146
280,146
281,146
282,146
283,146
284,146
285,146
286,146
218,147
219,147
220,147
221,147
222,147
223,147
224,147
225,147
226,147
227,147
228,147
229,147
230,147
231,147
232,147
233,147
234,147
235,147
236,147
237,147
238,147
239,147
240,147
241,147
242,147
243,147
244,147
245,147
246,147
247,147
248,147
249,147
250,147
251,147
252,147
253,147
254,147
255,147
256,147
257,147
258,147
259,147
260,147
261,147
262,147
263,147
264,147
265,147
266,147
267,147
268,147
269,147
270,147
271,147
272,147
273,147
274,147
275,147
276,147
277,147
278,147
279,147
280,147
281,147
282,147
283,147
284,147
285,147
286,147
218,148
219,148
220,148
221,148
222,148
223,148
224,148
225,148
226,148
227,148
228,148
229,148
230,148
231,148
232,148
233,148
234,148
235,148
236,148
237,148
238,148
239,148
240,148
241,148
242,148
243,148
244,148
245,148
246,148
247,148
248,148
249,148
250,148
251,148
252,148
253,148
254,148
255,148
256,148
257,148
258,148
259,148
260,148
261,148
262,148
263,148
264,148
265,148
266,148
267,148
268,148
269,148
270,148
271,148
272,148
273,148
274,148
275,148
276,148
277,148
278,148
279,148
280,148
281,148
282,148
283,148
284,148
285,148
286,148
218,149
219,149
220,149
221,149
222,149
223,149
224,149
225,149
226,149
227,149
228,149
229,149
230,149
231,149
232,149
233,149
234,149
235,149
236,149
237,149
238,149
239,149
240,149
241,149
242,149
243,149
244,149
245,149
246,149
247,149
248,149
249,149
250,149
251,149
252,149
253,149
254,149
255,149
256,149
257,149
258,149
259,149
260,149
261,149
262,149
263,149
264,149
265,149
266,149
267,149
268,149
269,149
270,149
271,149
272,149
273,149
274,149
275,149
276,149
277,149
278,149
279,149
280,149
281,149
282,149
283,149
284,149
285,149
286,149
218,150
219,150
220,150
221,150
222,150
223,150
224,150
225,150
226,150
227,150
228,150
229,150
230,150
231,150
232,150
233,150
234,150
235,150
236,150
237,150
238,150
239,150
240,150
241,150
242,150
243,150
244,150
245,150
246,150
